id,area,area_sqft,lot_size_sqft,bedrooms,bathrooms,stories,parking_spaces,house_age_years,distance_to_city_km,school_quality_index,crime_index,price
16158,PECHS,2228,3672,3,3,2,1,11,14.5,,5.76,480088
16159,FB Area,1891,4808,4,4,1,1,51,2.45,,3.75,364813
16160,PECHS,1388,3177,3,2,2,2,16,20.74,8.8,6.87,376063
16161,PECHS,1589,2816,2,1,1,0,10,3.08,2.8,,338411
16162,FB Area,1758,6035,3,2,3,2,19,9.14,7.3,5.55,286570
16163,NayaNazimabad,861,2484,2,1,1,4,4,7.15,,7.93,227026
16164,PECHS,2259,5480,5,5,2,1,12,4.04,9.28,,588202
16165,NorthNazimabad,1513,2435,4,4,2,2,46,9.95,6.09,3.98,451581
16166,PECHS,400,1113,1,1,2,1,8,16.89,,6.99,119593
16167,PECHS,1786,4010,2,1,3,0,80,,6.65,7.1,343205
16168,Clifton,1355,2083,1,1,3,1,8,16.7,10.0,5.06,315756
16169,PECHS,2813,8150,5,4,3,0,36,23.31,6.22,3.91,484281
16170,PECHS,1449,1921,2,2,3,0,12,9.29,,,350235
16171,PECHS,1141,2427,2,2,2,0,10,1.85,9.02,5.99,326450
16172,PECHS,2105,3212,4,3,1,0,5,4.05,5.8,3.41,403334
16173,PECHS,1404,3303,3,3,1,0,7,16.38,6.05,4.06,322509
16174,Clifton,1332,3468,1,1,3,0,7,1.5,6.84,1.0,404982
16175,FB Area,2106,6406,3,2,3,4,74,13.84,6.87,5.7,289194
16176,Clifton,1176,3591,2,1,1,0,22,1.46,6.21,2.38,308465
16177,FB Area,926,1979,2,1,1,2,0,11.38,8.05,3.42,199350
16178,FB Area,2836,8695,5,3,3,0,3,1.08,,6.8,431283
16179,NorthNazimabad,2148,4689,5,4,3,1,63,25.63,4.59,5.53,444250
16180,PECHS,1641,3879,1,1,2,1,32,12.83,6.94,5.94,306126
16181,PECHS,1798,6227,4,3,2,0,39,0.2,4.01,7.11,328133
16182,NayaNazimabad,2104,7361,4,3,2,2,64,8.71,2.94,4.09,392459
16183,PECHS,2384,7727,3,2,1,1,44,19.86,8.77,7.51,446240
16184,PECHS,1346,2810,2,1,3,1,6,12.61,,2.31,349575
16185,PECHS,2020,6422,5,4,2,2,10,10.66,7.43,6.18,567023
16186,NayaNazimabad,1496,4864,2,2,2,0,30,3.09,,,420975
16187,NorthNazimabad,1687,2555,2,1,3,0,6,0.54,4.98,5.43,411871
16188,PECHS,1896,4440,3,2,1,2,10,14.75,8.02,4.16,364870
16189,PECHS,1796,6210,3,2,3,0,3,8.06,5.29,3.44,422745
16190,PECHS,2241,3282,4,4,3,0,80,4.01,4.09,4.37,399365
16191,FB Area,2092,4613,4,3,1,0,57,3.18,5.45,6.13,401601
16192,NorthNazimabad,895,1377,2,1,2,2,2,1.93,6.74,4.74,292149
16193,NorthNazimabad,985,2869,1,1,3,3,6,6.88,3.84,4.31,246021
16194,FB Area,1578,4106,3,2,3,0,26,25.39,8.36,7.33,296449
16195,NayaNazimabad,2897,4700,5,4,1,1,23,7.33,8.84,6.7,812056
16196,FB Area,1289,3852,3,2,3,1,37,24.17,6.42,1.8,252228
16197,FB Area,1675,3672,2,1,1,3,4,4.0,5.69,3.56,333666
16198,NayaNazimabad,1478,3505,2,1,3,0,5,1.06,8.28,8.13,425121
16199,PECHS,1468,2716,2,1,2,0,10,35.38,,,303421
16200,NorthNazimabad,1907,6186,4,2,1,0,45,15.42,9.76,4.46,449639
16201,Clifton,2640,4824,5,5,3,0,8,0.49,,6.07,709576
16202,PECHS,2074,4161,4,3,3,1,42,29.69,8.52,6.05,427992
16203,FB Area,1318,2000,1,1,2,2,33,3.58,,3.46,240819
16204,NayaNazimabad,3452,11111,6,5,2,1,1,11.31,3.98,6.31,911771
16205,Clifton,1847,6242,2,2,1,1,5,2.75,,2.55,490820
16206,FB Area,1454,2939,2,2,2,2,4,3.61,7.58,6.7,341501
16207,FB Area,2647,8068,4,3,3,0,8,1.35,9.12,7.06,517222
16208,PECHS,1519,3821,2,2,3,1,27,2.09,6.97,6.88,348244
16209,NorthNazimabad,2798,8701,4,4,3,1,2,0.21,,9.83,603062
16210,PECHS,1278,2610,3,2,1,2,23,12.96,6.18,6.03,332859
16211,PECHS,2658,3433,3,3,2,0,4,22.66,4.42,3.57,528290
16212,NorthNazimabad,1921,4751,3,3,1,2,43,2.4,5.99,5.22,457481
16213,NorthNazimabad,2575,6598,4,3,2,1,16,27.65,,4.43,676410
16214,Clifton,2941,7141,6,5,3,2,8,27.59,,4.33,792310
16215,PECHS,1120,2731,2,1,3,0,10,17.4,7.56,2.47,227771
16216,FB Area,2565,8231,4,3,3,0,5,14.88,9.95,4.08,382467
16217,PECHS,955,2029,1,1,1,1,5,8.74,6.99,5.32,264035
16218,FB Area,1172,2687,3,2,2,0,17,9.68,,3.37,218061
16219,PECHS,1318,1788,2,1,3,0,2,4.53,,7.18,275385
16220,Clifton,2102,2848,4,2,3,0,15,0.9,7.98,4.12,557440
16221,NorthNazimabad,1820,3838,3,2,1,1,27,30.58,,4.19,479156
16222,FB Area,1700,4045,3,2,2,0,19,6.25,5.59,6.6,283220
16223,FB Area,1888,2699,4,4,3,2,9,0.72,7.75,4.07,395255
16224,NorthNazimabad,2155,4737,4,3,3,0,3,0.71,6.45,6.1,532620
16225,Clifton,2201,5428,4,3,3,0,35,16.93,,5.05,641566
16226,FB Area,2457,7726,5,4,3,0,28,2.97,5.51,,420192
16227,NayaNazimabad,2892,3611,6,5,3,1,28,39.83,4.24,4.06,709617
16228,FB Area,1787,4901,4,3,1,2,30,2.42,,,281891
16229,PECHS,1487,2349,3,2,1,0,54,0.58,6.59,2.62,307370
16230,PECHS,2168,3226,3,3,3,2,26,33.11,7.39,4.2,497181
16231,NorthNazimabad,1113,3834,1,1,1,1,7,0.57,10.0,3.17,336456
16232,NorthNazimabad,1393,2704,2,2,2,1,6,13.09,5.83,4.8,396722
16233,NorthNazimabad,2400,5406,5,4,2,3,15,3.7,,7.72,626496
16234,NorthNazimabad,1726,5775,2,1,2,1,65,3.23,,,447195
16235,NorthNazimabad,1075,3476,2,1,2,4,26,6.74,9.38,5.64,349058
16236,FB Area,906,2009,1,1,2,2,15,8.01,7.37,6.55,174933
16237,PECHS,1829,5639,3,2,3,0,11,4.7,5.75,4.1,442301
16238,PECHS,2485,8075,4,3,2,2,23,13.65,8.41,10.0,514416
16239,Clifton,2477,7362,4,4,2,1,6,16.75,7.72,6.65,579692
16240,NorthNazimabad,1867,4055,3,3,1,1,15,2.15,7.08,,474368
16241,NorthNazimabad,3005,3785,4,3,3,0,11,3.68,8.2,4.52,795156
16242,NorthNazimabad,1737,3384,4,3,3,0,7,1.52,7.88,4.62,462331
16243,NorthNazimabad,1717,5864,3,3,2,3,18,2.8,5.08,4.28,547878
16244,PECHS,400,483,1,1,1,0,16,7.8,7.17,7.28,143357
16245,PECHS,1532,3991,2,1,3,0,12,0.23,,6.0,312509
16246,NorthNazimabad,2311,5961,4,3,3,3,2,5.74,7.04,4.93,618219
16247,NayaNazimabad,2738,8372,4,3,2,0,25,5.98,1.88,4.55,619860
16248,PECHS,1302,4520,3,2,2,3,78,,,4.07,313396
16249,PECHS,2077,3011,3,2,1,2,34,2.0,8.22,4.93,478706
16250,NorthNazimabad,2428,8278,4,3,1,0,45,9.69,3.64,5.49,554027
16251,NorthNazimabad,1807,4416,3,2,2,3,6,3.1,8.04,1.42,484448
16252,PECHS,430,1502,2,1,2,0,2,1.8,7.61,3.57,165166
16253,FB Area,1948,4015,3,2,3,0,9,4.72,6.92,3.2,286839
16254,NayaNazimabad,2257,5496,4,3,1,0,38,31.37,,10.0,518026
16255,PECHS,1232,2411,2,1,1,1,5,13.12,7.09,1.41,275916
16256,PECHS,1648,2782,4,4,3,1,47,3.15,5.18,2.74,298002
16257,Clifton,1107,3124,3,2,3,2,23,11.68,4.48,2.08,327960
16258,PECHS,400,928,1,1,2,1,9,2.49,6.97,4.02,128617
16259,FB Area,2416,8359,3,1,3,1,4,27.48,3.43,5.17,339080
16260,Clifton,1798,2933,2,1,1,1,3,0.2,2.66,5.18,395359
16261,FB Area,2759,8288,5,4,3,1,3,1.07,,3.37,552456
16262,FB Area,2314,3546,5,4,2,0,12,18.63,,7.18,364169
16263,Clifton,1587,3914,3,2,1,0,64,28.04,,6.2,441664
16264,NorthNazimabad,1750,5904,3,2,2,0,28,2.03,5.09,4.86,389149
16265,FB Area,2140,4016,4,3,1,2,30,1.34,,1.92,452954
16266,NorthNazimabad,2380,5428,5,4,2,3,10,4.17,6.31,3.41,634260
16267,NorthNazimabad,1994,4256,3,2,3,1,80,6.98,6.77,5.56,471414
16268,PECHS,2463,4123,2,1,1,0,8,0.2,6.77,3.39,522453
16269,PECHS,1622,2061,4,3,3,1,3,0.81,7.59,1.33,442539
16270,NorthNazimabad,1202,3778,1,1,2,2,68,0.36,6.12,3.46,289531
16271,FB Area,1761,3444,3,2,1,0,13,2.62,5.73,8.08,308640
16272,PECHS,1923,4300,4,3,2,0,44,8.49,4.24,4.07,445179
16273,NorthNazimabad,1079,1372,1,1,1,0,43,20.16,8.97,9.11,231277
16274,PECHS,998,1882,2,1,1,1,43,8.98,9.18,7.12,200462
16275,NorthNazimabad,2068,5380,5,4,2,0,23,7.19,7.51,5.39,632960
16276,NorthNazimabad,1556,5060,2,2,1,2,34,17.26,,,371387
16277,FB Area,1700,3052,3,3,2,2,6,6.58,7.57,,372663
16278,PECHS,1584,1905,3,2,2,1,14,2.42,8.85,1.83,411478
16279,NorthNazimabad,2712,6230,5,4,3,0,15,6.49,9.13,5.54,662558
16280,Clifton,2557,7685,4,4,2,1,14,8.12,,5.5,790630
16281,NorthNazimabad,1058,3591,1,1,1,1,65,11.39,,,283311
16282,NorthNazimabad,1480,4365,2,1,1,1,28,,6.32,1.83,399814
16283,PECHS,2310,3788,4,4,1,1,28,0.97,9.35,4.46,466915
16284,FB Area,2161,7184,3,2,1,2,7,6.99,6.5,7.04,415710
16285,FB Area,1775,4156,1,1,2,2,7,0.81,,6.71,351754
16286,NayaNazimabad,1117,1784,2,1,3,1,31,8.51,,5.65,310953
16287,FB Area,1390,3690,2,1,3,1,46,,,3.49,186363
16288,PECHS,1490,3956,2,1,3,2,36,7.81,,7.09,355933
16289,PECHS,1966,2502,3,3,1,0,30,2.89,10.0,5.09,486926
16290,PECHS,2822,6531,5,4,3,0,28,8.57,,5.52,561548
16291,PECHS,1388,2811,2,1,3,1,18,0.27,6.67,4.93,277545
16292,NorthNazimabad,1184,4003,2,2,2,1,12,14.29,3.37,,270748
16293,NorthNazimabad,1735,3847,2,2,1,1,5,19.65,7.52,6.57,502855
16294,PECHS,2419,6881,3,2,3,0,0,5.74,5.04,9.32,455342
16295,Clifton,932,1845,3,2,1,2,10,0.99,10.0,7.39,326760
16296,Clifton,2672,6558,4,3,2,0,7,8.38,5.11,2.46,666918
16297,FB Area,1697,2889,3,2,1,0,1,2.39,8.42,6.14,285561
16298,PECHS,1359,4420,4,3,3,0,50,0.22,,7.41,342782
16299,PECHS,840,2905,1,1,2,0,3,0.9,4.23,6.48,199287
16300,NorthNazimabad,2224,5759,4,3,1,1,2,3.15,9.02,6.37,531022
16301,PECHS,1697,2159,4,3,2,1,19,2.68,6.89,7.82,342257
16302,PECHS,1902,5884,2,1,3,1,40,2.98,7.8,2.13,386549
16303,NorthNazimabad,1260,2015,3,2,2,1,2,23.15,5.57,,346077
16304,PECHS,1609,4951,3,2,3,2,19,9.24,6.89,6.29,331007
16305,PECHS,1508,3226,2,1,2,1,29,1.32,3.45,10.0,300016
16306,NorthNazimabad,1740,5851,3,3,2,1,80,13.39,8.56,1.0,411631
16307,PECHS,1398,2698,2,1,2,0,27,12.03,7.93,3.58,227967
16308,Clifton,879,2442,3,2,1,2,10,2.36,7.85,4.37,336071
16309,FB Area,3437,7636,6,6,3,2,25,3.25,5.74,7.22,691361
16310,PECHS,982,3292,2,1,3,0,0,3.27,6.2,2.65,266563
16311,PECHS,1909,4782,3,2,2,0,27,0.64,7.36,1.0,361023
16312,FB Area,737,1268,1,1,2,1,20,0.2,,2.87,141461
16313,NorthNazimabad,602,1249,1,1,2,0,23,0.86,,3.98,259031
16314,Clifton,1859,3885,2,1,2,0,9,4.87,,3.1,520207
16315,PECHS,1905,3338,4,4,2,0,17,1.18,,5.65,503309
16316,PECHS,2557,8093,5,5,1,1,5,1.36,7.26,3.93,547195
16317,FB Area,2040,5513,4,3,1,1,7,4.57,5.89,2.87,399965
16318,NorthNazimabad,1710,3928,2,1,1,0,1,19.14,,4.31,483643
16319,FB Area,1230,2586,3,2,1,3,43,3.74,6.76,,263676
16320,FB Area,2699,8830,5,4,3,0,13,0.51,5.7,5.2,396922
16321,NorthNazimabad,2357,7858,4,3,1,2,23,0.85,5.85,,669328
16322,Clifton,1052,3316,2,1,3,1,17,13.57,8.5,2.74,304785
16323,PECHS,1823,4390,3,2,2,2,45,15.34,6.68,5.3,384345
16324,FB Area,1886,6012,4,3,3,2,17,8.79,7.86,4.18,363916
16325,PECHS,1593,2872,2,1,3,2,16,5.78,,4.37,344909
16326,FB Area,2263,6590,4,2,3,0,4,18.24,4.2,5.0,465527
16327,PECHS,2299,4128,3,2,1,0,22,5.13,7.78,2.43,407656
16328,FB Area,1686,4002,2,1,2,2,2,0.66,,5.88,290040
16329,Clifton,1631,4375,2,1,3,0,21,4.17,6.01,5.33,502074
16330,NorthNazimabad,2699,7738,4,3,2,4,9,0.67,4.09,4.69,753108
16331,NayaNazimabad,2360,6554,4,3,2,1,30,10.87,5.36,2.0,606724
16332,NorthNazimabad,1843,3613,3,3,3,0,37,49.65,,7.47,425852
16333,PECHS,822,2819,2,2,3,1,8,4.4,7.4,7.55,256708
16334,NorthNazimabad,2006,2653,3,1,2,3,24,23.92,7.06,7.64,543942
16335,NorthNazimabad,2219,4489,3,2,3,0,17,11.87,9.81,4.73,661839
16336,PECHS,400,1056,1,1,3,0,5,11.16,,,143022
16337,NorthNazimabad,1951,5645,3,2,2,1,31,0.34,7.74,5.36,498819
16338,NorthNazimabad,1550,2288,4,4,2,1,33,2.2,10.0,4.0,451246
16339,PECHS,1667,3731,3,3,1,1,10,2.91,4.77,4.62,418166
16340,PECHS,1256,2250,1,1,2,3,3,,,,289868
16341,PECHS,1711,3574,3,2,2,1,43,10.98,,6.91,384576
16342,NayaNazimabad,2635,7056,4,3,3,1,13,1.52,,2.54,545172
16343,PECHS,1532,2513,1,1,1,2,21,12.02,6.76,6.05,403578
16344,NorthNazimabad,2379,5321,5,5,3,0,9,4.86,6.82,4.5,551248
16345,FB Area,1316,2073,3,2,2,2,3,17.04,7.96,1.99,223763
16346,PECHS,2255,2872,3,3,3,2,0,5.21,8.08,6.68,395851
16347,PECHS,1801,4119,3,1,3,0,15,4.55,7.54,4.82,363744
16348,NayaNazimabad,2011,3537,4,3,2,0,16,3.76,,,554260
16349,PECHS,1804,5111,3,2,3,2,12,1.03,6.89,3.93,430694
16350,FB Area,2185,6262,4,4,3,0,6,13.99,8.35,,368996
16351,PECHS,400,576,1,1,2,0,16,7.83,3.95,5.46,110946
16352,PECHS,948,1347,2,1,3,0,36,2.34,8.27,6.2,216376
16353,PECHS,2050,5953,3,2,3,1,13,1.92,8.3,6.29,461264
16354,Clifton,574,1291,1,1,3,0,5,8.83,,3.16,172842
16355,PECHS,1482,4589,3,2,1,1,3,0.53,5.48,4.38,306925
16356,PECHS,1767,3491,2,1,3,1,7,8.72,6.88,5.74,431187
16357,FB Area,1303,1804,1,1,1,0,23,12.17,6.76,5.66,187334
16358,FB Area,1385,1953,1,1,2,1,23,13.6,6.56,7.86,249576
16359,Clifton,1963,2357,3,2,3,1,19,3.57,6.71,6.09,563456
16360,NorthNazimabad,2406,5046,4,3,3,2,43,2.95,6.69,,632743
16361,PECHS,1225,1894,1,1,3,0,19,1.91,3.19,2.69,280345
16362,NayaNazimabad,1455,2268,3,3,3,0,12,4.75,7.85,5.81,429391
16363,NorthNazimabad,1361,4239,3,3,2,1,1,0.2,7.9,3.35,401670
16364,Clifton,400,775,1,1,1,1,5,7.99,,6.38,169600
16365,NorthNazimabad,1885,3675,3,3,3,0,17,21.7,7.46,,555624
16366,PECHS,2361,5549,4,2,1,1,22,9.66,4.76,6.58,483587
16367,Clifton,2410,6007,3,2,3,1,6,12.14,9.37,5.72,682607
16368,FB Area,1278,2347,2,1,3,0,32,0.2,5.85,2.25,258092
16369,FB Area,1049,2971,3,2,3,1,6,8.84,5.14,5.34,203561
16370,FB Area,1813,4910,4,3,1,0,6,7.05,6.53,4.24,372480
16371,FB Area,2298,6694,4,3,2,2,46,0.2,5.94,,331552
16372,Clifton,1893,4564,3,3,3,1,12,4.65,7.24,2.18,594851
16373,NorthNazimabad,1974,4275,4,4,2,0,13,1.19,8.68,2.11,514908
16374,FB Area,2485,5433,4,3,3,2,5,3.6,,4.25,508153
16375,NayaNazimabad,1357,4467,2,2,2,0,16,7.87,,5.39,361695
16376,NorthNazimabad,1668,3301,4,3,2,1,30,2.42,,7.34,501656
16377,PECHS,2781,4138,4,3,2,1,5,24.16,8.67,4.64,608745
16378,FB Area,1682,3858,3,2,3,2,8,1.87,7.36,7.22,379749
16379,NayaNazimabad,1040,1632,2,1,1,1,5,2.05,,8.62,268115
16380,NorthNazimabad,1398,4381,2,1,2,2,31,25.82,5.75,3.78,369893
16381,FB Area,1237,2666,1,1,1,2,12,5.66,4.54,6.35,211173
16382,PECHS,2014,6208,4,3,3,0,6,0.61,8.95,4.43,465788
16383,FB Area,1262,2615,3,2,1,0,16,8.43,6.93,,248463
16384,PECHS,1963,3750,3,2,1,1,0,5.01,6.4,4.48,468849
16385,FB Area,1358,3383,3,3,3,0,16,0.9,9.79,4.7,290630
16386,NayaNazimabad,526,1730,1,1,1,2,19,15.47,7.7,3.25,165301
16387,PECHS,1984,4237,2,2,1,1,1,,9.61,1.26,418679
16388,FB Area,1889,3162,2,1,2,0,10,5.74,6.88,6.64,340830
16389,PECHS,2111,4615,3,2,3,0,3,5.84,,5.92,487426
16390,NorthNazimabad,1396,3846,1,1,1,2,1,2.71,,4.67,371399
16391,FB Area,1332,2234,3,2,3,0,13,0.2,8.79,5.73,280985
16392,NorthNazimabad,2041,2769,3,3,3,0,22,4.29,8.86,3.6,556237
16393,PECHS,2711,8495,5,5,3,1,13,8.84,,3.52,589921
16394,Clifton,1807,4599,2,2,2,3,14,20.07,9.01,,457388
16395,NayaNazimabad,2055,5538,4,3,3,1,2,4.07,9.43,6.81,568108
16396,NayaNazimabad,1607,5371,3,1,2,0,24,4.79,7.85,6.12,393806
16397,FB Area,874,2996,1,1,3,2,20,0.85,7.75,,206998
16398,FB Area,2380,3572,5,4,1,0,27,,8.79,,471864
16399,NorthNazimabad,2345,4786,5,4,3,2,26,12.83,8.08,7.68,591973
16400,PECHS,2226,2861,4,3,3,1,73,,7.93,5.19,476834
16401,NorthNazimabad,1691,5800,3,3,3,0,58,3.21,8.21,5.06,364807
16402,NorthNazimabad,2158,7272,3,3,1,1,14,6.47,7.98,1.43,549027
16403,PECHS,2336,7791,4,4,2,0,6,4.79,,5.52,547947
16404,NayaNazimabad,2772,4311,4,2,1,1,2,24.1,,,581396
16405,PECHS,2393,3902,4,3,2,1,4,56.58,10.0,7.19,420855
16406,NorthNazimabad,1838,6263,3,2,3,4,10,1.76,4.89,4.79,587161
16407,PECHS,1015,1461,2,1,1,1,4,2.18,,5.05,249225
16408,NayaNazimabad,1893,5226,4,3,2,0,24,17.46,5.78,9.22,445895
16409,PECHS,1954,4301,4,3,2,1,23,1.84,5.59,9.13,429735
16410,NorthNazimabad,2225,3902,3,2,3,2,7,0.22,5.83,,535335
16411,PECHS,2612,8838,5,4,1,0,15,4.53,6.02,4.22,558564
16412,Clifton,1743,6070,2,2,3,0,3,45.0,9.05,4.83,424221
16413,PECHS,3061,6973,6,5,3,1,9,5.55,4.26,4.32,600751
16414,FB Area,744,2572,3,3,1,2,17,2.97,5.72,8.6,218218
16415,Clifton,2052,3108,3,3,2,1,2,3.88,6.87,3.16,520179
16416,PECHS,1321,4539,3,2,1,0,6,17.04,6.21,7.98,252254
16417,NorthNazimabad,656,1602,2,1,2,0,42,,7.07,7.09,195890
16418,PECHS,1679,3263,3,1,3,0,5,21.47,7.19,2.69,312962
16419,NorthNazimabad,926,2016,2,2,1,1,23,4.5,5.71,1.55,308931
16420,NorthNazimabad,1703,4184,4,3,3,1,14,14.11,7.51,,436114
16421,FB Area,1821,5153,2,1,3,2,45,0.57,6.96,3.41,298172
16422,NorthNazimabad,2471,5518,3,2,1,1,25,,7.0,,640375
16423,PECHS,895,1686,1,1,1,2,33,4.4,4.4,4.42,222898
16424,FB Area,2345,7372,4,4,2,1,18,13.42,,5.86,484868
16425,FB Area,1859,5216,2,1,3,0,10,5.42,4.21,6.38,200679
16426,PECHS,2417,3530,4,3,2,1,11,13.7,7.17,3.83,578138
16427,NorthNazimabad,1541,5162,4,4,1,3,25,7.57,,3.87,566334
16428,Clifton,1001,1968,1,1,2,0,35,16.89,4.56,5.35,265326
16429,NorthNazimabad,1070,1484,1,1,2,2,1,0.21,6.0,7.57,276422
16430,NayaNazimabad,1025,2329,2,1,1,0,8,5.05,6.52,7.12,246142
16431,NayaNazimabad,2087,6671,4,3,1,4,13,1.34,,1.49,597110
16432,FB Area,2686,4643,3,2,3,1,17,22.87,9.67,,490105
16433,FB Area,1461,4311,4,3,1,0,40,0.2,4.84,8.43,295287
16434,PECHS,2177,2932,4,3,1,0,3,3.94,,4.42,588386
16435,NayaNazimabad,886,2595,1,1,2,0,1,8.38,4.95,,223029
16436,NorthNazimabad,1908,5286,3,2,2,0,2,0.53,,,615162
16437,PECHS,2201,5869,4,3,2,2,4,0.35,,3.48,460816
16438,FB Area,931,1955,2,1,3,0,10,,,5.11,191707
16439,PECHS,1678,3276,3,2,3,1,1,7.65,5.1,5.93,306873
16440,NorthNazimabad,2230,4372,4,3,1,0,17,7.44,7.21,4.21,536408
16441,NorthNazimabad,400,1312,1,1,2,1,16,44.6,5.68,4.43,110450
16442,NayaNazimabad,2601,7391,4,3,1,1,33,10.82,8.09,1.92,722097
16443,PECHS,2012,5956,3,3,3,2,18,22.4,6.27,4.74,481201
16444,PECHS,2230,6797,3,2,2,0,4,5.45,5.62,3.83,414385
16445,Clifton,1552,2804,3,2,2,1,24,9.46,7.1,,417438
16446,NorthNazimabad,766,1304,2,1,3,0,31,23.92,6.44,2.81,195886
16447,PECHS,2120,4455,5,4,3,4,25,33.0,10.0,,502976
16448,PECHS,1750,4820,2,2,2,1,30,1.03,5.09,3.04,353640
16449,FB Area,1819,3757,4,3,3,1,11,0.8,6.7,4.87,363892
16450,Clifton,2453,8187,5,4,3,2,3,0.28,5.93,7.49,752313
16451,NayaNazimabad,2257,5689,4,2,1,3,9,46.35,8.29,4.45,586833
16452,NorthNazimabad,2953,3643,5,4,1,1,0,,6.57,,818918
16453,NorthNazimabad,1892,6488,3,2,2,2,8,14.01,7.59,5.65,467372
16454,PECHS,1385,3825,3,2,2,1,6,3.81,7.63,4.08,332838
16455,NorthNazimabad,1687,4460,3,3,1,1,12,16.54,5.56,5.22,396960
16456,NorthNazimabad,2049,3883,3,2,2,1,1,0.6,5.33,3.08,466605
16457,NorthNazimabad,2410,3584,4,3,2,2,33,11.83,4.6,10.0,581432
16458,FB Area,920,1138,2,1,1,0,4,2.87,6.24,2.62,152191
16459,PECHS,1805,3691,1,1,3,0,19,1.2,6.63,7.31,320133
16460,PECHS,2766,8273,4,3,2,2,28,5.35,5.83,6.49,558591
16461,NorthNazimabad,1656,4216,2,2,3,1,28,7.81,6.41,,403184
16462,NayaNazimabad,2359,6105,5,5,2,0,8,0.2,3.53,4.95,533821
16463,PECHS,2096,6123,4,2,3,0,21,1.49,6.92,1.27,419984
16464,FB Area,2374,6263,4,3,2,1,18,7.87,4.06,4.61,343622
16465,PECHS,1314,3989,2,1,2,1,14,12.2,4.45,4.04,336628
16466,PECHS,1317,4352,1,1,3,1,4,2.99,5.73,5.66,276408
16467,PECHS,1812,2436,4,3,1,0,42,0.96,9.63,6.64,398660
16468,PECHS,881,1880,1,1,3,3,14,20.28,,5.69,170872
16469,FB Area,1638,3448,3,2,1,1,34,1.11,,5.59,332132
16470,NorthNazimabad,1952,3570,3,1,1,0,39,39.01,,2.35,486549
16471,NayaNazimabad,2871,3544,5,4,3,1,14,1.97,6.65,3.88,812824
16472,NorthNazimabad,2042,3263,3,3,1,3,11,16.78,,5.72,554140
16473,PECHS,2175,5013,3,2,1,1,15,2.59,8.64,4.81,446799
16474,PECHS,2499,4487,5,5,3,1,49,10.23,,6.67,586876
16475,FB Area,1221,2204,2,1,2,0,68,0.69,8.78,1.53,195637
16476,FB Area,1701,2353,3,3,2,1,25,12.1,6.81,6.71,318273
16477,PECHS,3255,8958,5,5,3,2,1,3.74,7.67,4.39,625955
16478,NorthNazimabad,1753,2143,4,3,3,1,18,1.44,5.89,4.8,432504
16479,PECHS,2470,6681,4,2,1,2,4,2.84,,1.0,488646
16480,FB Area,2378,7462,4,3,3,1,4,6.67,7.78,5.36,389083
16481,FB Area,913,2528,2,1,3,2,8,4.6,7.77,3.51,195664
16482,FB Area,1986,5081,3,2,3,2,13,,5.89,3.21,403475
16483,NorthNazimabad,1888,2679,3,2,3,2,59,20.66,,3.56,351963
16484,PECHS,1998,6874,3,2,2,1,12,9.55,8.65,6.53,478917
16485,PECHS,1348,4051,2,1,2,2,7,8.56,5.59,2.36,236818
16486,FB Area,1130,2434,2,1,2,1,5,6.57,10.0,6.15,211631
16487,NayaNazimabad,1514,4638,2,1,1,0,24,0.72,,4.33,402714
16488,PECHS,1741,4661,2,1,2,1,7,1.89,8.89,1.37,427639
16489,FB Area,2511,8373,4,4,1,1,12,8.81,5.82,3.18,537296
16490,Clifton,2890,8283,4,3,2,0,63,1.04,8.58,5.48,703513
16491,PECHS,2638,7598,4,3,2,2,37,0.2,6.25,8.23,524548
16492,Clifton,2316,5428,3,2,2,1,9,2.54,7.59,1.53,523086
16493,PECHS,1197,2401,1,1,1,0,3,2.43,10.0,5.72,317232
16494,PECHS,1555,4883,3,3,1,0,57,7.7,6.37,2.69,326659
16495,NorthNazimabad,1926,3901,4,2,1,1,10,25.82,7.35,4.43,554340
16496,FB Area,1421,4889,3,2,1,0,9,4.18,8.42,2.41,286571
16497,FB Area,2146,6892,3,3,1,1,6,0.61,6.68,5.35,381036
16498,FB Area,2232,7786,4,3,3,0,6,4.08,8.28,2.98,337922
16499,NorthNazimabad,2122,4423,4,2,2,0,25,16.38,7.04,3.63,584263
16500,PECHS,2415,4458,5,3,1,1,48,17.84,7.14,,461721
16501,NayaNazimabad,1257,3864,1,1,1,0,8,15.94,7.53,1.58,350903
16502,FB Area,2360,4321,3,2,1,1,3,2.52,10.0,4.24,430962
16503,NorthNazimabad,1383,3683,3,2,1,0,13,7.09,,6.45,335453
16504,PECHS,1235,4007,1,1,1,1,15,0.97,6.41,5.46,314903
16505,Clifton,2119,6766,4,3,3,1,1,0.84,5.4,3.76,504672
16506,FB Area,2530,8298,5,4,1,2,5,5.12,10.0,,521039
16507,Clifton,2093,6446,4,3,1,3,0,6.59,6.84,,725150
16508,FB Area,1812,6069,2,1,2,0,11,3.91,,5.99,339556
16509,NorthNazimabad,1986,3115,3,2,3,2,1,0.56,6.44,10.0,494331
16510,PECHS,1882,4124,3,3,3,2,2,2.1,5.88,4.63,437754
16511,NorthNazimabad,1124,2542,3,3,1,3,24,11.62,6.27,7.46,343340
16512,FB Area,1054,3013,3,1,3,0,3,4.52,6.82,4.68,169758
16513,PECHS,1753,2245,3,2,3,0,22,4.03,9.57,,499736
